model,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,tuning_time_seconds
Tuned Logistic Regression,0.6583333333333333,0.625967365967366,0.6369496855345912,0.6266451387800016,0.6515619018560034,4.000951051712036
Tuned Gradient Boosting,0.6583333333333333,0.6231456921112094,0.6263533243486074,0.6228204892605088,0.648998682995769,66.92133736610413
